gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,survival_q_value,phylo_coefficient
EGFR,SCFD2,1.363831055177805e-23,79463,7.73574598755712e-6,3.370221370352239e-20,1,1,4.454723577368571e-4,0.9999922642540124,1,-0.19575600109244498,6.895352951809472e-4,0.00198186775277804,6.929014493963416
EGFR,GPM6B,1.434876909281755e-23,82771,9.249335428791956e-20,3.528981153093242e-20,1,1,2.9078463798162336e-16,1,1,-0.16952264337542208,1.2998588884622831e-5,5.2786793820772434e-5,2.774270195387957
EGFR,ARID1A,1.619317100435311e-23,79200,2.2776747631668413e-8,3.926768299532246e-20,1,1,2.9078426539148976e-6,0.9999999772232524,1,-0.17387155700731266,9.41593961352476e-9,6.817068419932534e-8,3.778846538675114
EGFR,EXOSC10,1.619317100435311e-23,79200,4.824563754180577e-6,3.926768299532246e-20,1,1,2.947715302349696e-4,0.9999951754362458,1,-0.32024724592174575,2.6329323636249506e-12,3.551615713595519e-11,4.965324455044207
EGFR,SMARCAD1,1.6392295802109932e-23,79197,9.257299455265712e-11,3.9543247229208456e-20,1,1,2.403318122261573e-8,0.999999999907427,1,-0.17954503004705535,4.1303972758982145e-7,2.2214313320183207e-6,9.037701125842492
EGFR,ZNF43,1.6459208003832862e-23,79196,4.824563754180577e-6,3.9543247229208456e-20,1,1,2.947715302349696e-4,0.9999951754362458,1,-0.13093324729581396,0.2633653269718776,0.3972884280101987,5.8000247708238355
EGFR,YTHDF2,2.0337936352533082e-23,79144,1.540447604372244e-13,4.7973494049015983e-20,1,1,9.09489729122014e-11,0.999999999999846,1,-0.26335923896818253,2.5924008424647195e-10,2.464380045553375e-9,2.9865330767444855
EGFR,CHSY1,2.0559234957203048e-23,79362,9.472520060983513e-5,4.827606058231199e-20,1,1,0.0036503492377578,0.9999052747993902,1,-0.2714220750995178,5.141103719434779e-7,2.715840420611868e-6,6.687301023595065
EGFR,KCTD7,2.1496925326082903e-23,79351,4.85179125266695e-10,5.025051544467326e-20,1,1,1.0396034479862961e-7,0.9999999995148208,1,-0.21332247136937807,0.21854919771672376,0.3385281879039046,4.4805694136461325
EGFR,TCF4,2.2714327865357574e-23,79558,3.172267176494683e-6,5.285817624416439e-20,1,1,2.0905421965510045e-4,0.9999968277328236,1,-0.1410201908014795,0.00105512145338794,0.00291738163551142,4.766731011743374
EGFR,DOK1,2.421889301249211e-23,79101,9.257299455265712e-11,5.608558421179054e-20,1,1,2.403318122261573e-8,0.999999999907427,1,0.007678781754234263,9.055665629003793e-8,5.493222793934701e-7,9.171254949095236
EGFR,RABEP1,2.4317370886138807e-23,79100,0.00156063027701123,5.608558421179054e-20,1,1,0.03625240261283898,0.9984393697229887,1,-0.20606707922069056,0.12337805726900984,0.20640748636117467,4.796556370504025
EGFR,GNG2,2.520907787769513e-23,81296,1.7542559518816227e-5,5.788495076925271e-20,1,1,8.980970194141758e-4,0.9999824574404812,1,-0.03315876858881484,0.06641402098529342,0.1199149824420524,8.55670404522511
EGFR,SSBP4,2.5898995332181163e-23,79305,1.679272014670162e-4,5.905906066103969e-20,1,1,0.00586744357223635,0.999832072798533,1,-0.23152394119886494,1.2291146194141274e-5,5.014522262825123e-5,2.6440402113460326
EGFR,ZBTB40,2.9302656155114235e-23,79054,4.00206632674888e-9,6.611443645710862e-20,1,1,6.384692146922489e-7,0.9999999959979337,1,-0.26609549950028394,5.3934962486592085e-6,2.358117201613279e-5,9.96669062533843
EGFR,SKA1,3.007816464103152e-23,79268,3.075563513685444e-9,6.757040155331991e-20,1,1,5.170443699406525e-7,0.9999999969244364,1,-0.5979749518201515,4.11898571763892e-21,2.4796413821463117e-19,8.452373004742777
EGFR,STX2,3.255499636674885e-23,79028,5.817197416024324e-4,7.28193526489683e-20,1,1,0.01619773307973975,0.9994182802583976,1,-0.3260611006343138,7.160968638362329e-7,3.686291502449189e-6,6.872026302005248
EGFR,PREX1,3.319016609535128e-23,79464,2.2776747631668413e-8,7.392147980052186e-20,1,1,2.9078426539148976e-6,0.9999999772232524,1,-0.13056086760579796,7.921457963102793e-4,0.00224847776864207,2.3860027185017616
EGFR,POLR3GL,3.520681451866759e-23,79229,1.1142695976156929e-13,7.807788173639896e-20,1,1,7.077957775591471e-11,0.9999999999998884,1,-0.13113303465358755,0.11208215540937735,0.18981887313503784,9.497804587953866
EGFR,ITGA4,3.631078016757982e-23,79001,6.390396001212713e-10,8.018347344750585e-20,1,1,1.2799709153073556e-7,0.9999999993609604,1,-0.11252106851510489,1.4432294489936204e-5,5.80958361821513e-5,3.252236567952608
EGFR,RAF1,4.21630078131834e-23,78964,4.824563754180577e-6,9.271216641768389e-20,1,1,2.947715302349696e-4,0.9999951754362458,1,-0.12138178310727915,1.60736057438943e-7,9.3178825506187e-7,4.744709278536255
EGFR,PURG,4.265433774774209e-23,92594,2.501517440383166e-11,9.339680181777756e-20,1,1,7.872680421366467e-9,0.9999999999749848,1,-0.14410766740290856,0.8344348226656513,1,3.432386075297067
EGFR,ELAVL1,4.589033049791675e-23,78943,5.817197416024324e-4,9.964154020330093e-20,1,1,0.01619773307973975,0.9994182802583976,1,-0.15962862100093728,0.04897203817688363,0.09161885340775872,8.923625505804619
EGFR,USP22,4.839506647528129e-23,79150,1.995576701650454e-4,1.0464223248617698e-19,1,1,0.00672317874659459,0.999800442329835,1,-0.300524369807026,0.04029915082749224,0.07708964806357221,7.370074414634476
EGFR,RNGTT,4.934352736266424e-23,78925,1.1702847343661649e-6,1.0625033232191278e-19,1,1,8.760120550119796e-5,0.9999988297152655,1,-0.09611908652819769,2.114178856914987e-9,1.7167806430389543e-8,6.01674150179036
EGFR,LIMD2,5.326779595137091e-23,78906,9.257299455265712e-11,1.1422640508679513e-19,1,1,2.403318122261573e-8,0.999999999907427,1,-0.2554833042463289,4.6554024774622536e-14,8.484873499539005e-13,7.418790258534549
EGFR,ZNF684,6.133476190806582e-23,79091,2.593776133527244e-7,1.3098379154144722e-19,1,1,2.381778720419052e-5,0.9999997406223866,1,-0.07062307789530776,3.743817341905202e-12,4.9222323315910476e-11,8.662834172577762
EGFR,KIF2A,6.231644006211083e-23,78867,3.4430140760073646e-4,1.3253480904029425e-19,1,1,0.0105716131355119,0.9996556985923992,1,-0.22079708546247986,5.049351034109217e-12,6.494681769777985e-11,6.876772829338391
EGFR,PHF21A,6.513306022399266e-23,78856,1.6186201587918035e-9,1.3740796666550925e-19,1,1,2.9076166422558186e-7,0.99999999838138,1,-0.12883748590984997,3.3577537924337782e-6,1.5252331569192311e-5,2.6120183164734168
EGFR,MCM3AP,6.513731799382448e-23,79076,4.4411224861756714e-7,1.3740796666550925e-19,1,1,3.853529532324243e-5,0.9999995558877514,1,-0.2449717867591615,0.001813479997763,0.00476377850172415,5.6300248265172685
EGFR,ZNF549,7.057258729540362e-23,79056,4.00206632674888e-9,1.482710058748047e-19,1,1,6.384692146922489e-7,0.9999999959979337,1,-0.17256055042609306,0.0013669749228896,0.00368908235650089,7.9577943621480465
EGFR,EPS15L1,8.454224122301274e-23,78791,4.00206632674888e-9,1.7548940264108095e-19,1,1,6.384692146922489e-7,0.9999999959979337,1,-0.14951269335494619,7.184328447419452e-6,3.0698533117267085e-5,3.546617095341087
EGFR,MBLAC2,8.522250549118869e-23,78789,4.771645355516238e-13,1.761966812732967e-19,1,1,2.4325407418626673e-10,0.9999999999995228,1,-0.12135872586804784,3.024812206019533e-4,9.365677503634616e-4,5.660160267992228
EGFR,CXXC1,9.804326690664836e-23,78754,4.771645355516238e-13,2.0108453236475365e-19,1,1,2.4325407418626673e-10,0.9999999999995228,1,-0.09826676693779005,2.26077762825428e-4,7.181218500451523e-4,5.200199886380316
EGFR,PHACTR1,9.842269090963776e-23,81176,1.3682308495533344e-11,2.0108453236475365e-19,1,1,4.499788715463532e-9,0.9999999999863176,1,-0.19773193467149836,3.656217502560486e-15,8.054946639307321e-14,2.1132579231232587
EGFR,PTCH2,1.0958851600623038e-22,83140,3.478633007605941e-6,2.2128351944075175e-19,1,1,2.2656823996714765e-4,0.9999965213669924,1,-0.16074035701389228,2.1660237106291313e-5,8.425244962273658e-5,4.045476734698479
EGFR,PLCG1,1.2460994825339204e-22,78694,1.1324618877851952e-4,2.506398703357181e-19,1,1,0.00419224159011498,0.9998867538112216,1,-0.2721534534033845,0.424757469241468,0.5951280851157504,4.464549970096779
EGFR,QRICH1,1.666884126950006e-22,78621,6.291092254588461e-5,3.3015757589291447e-19,1,1,0.00256732662899033,0.9999370890774542,1,-0.09988018550929693,6.223585544047628e-5,2.2151930677311444e-4,3.225968647531461
EGFR,MICAL1,1.7202405672075365e-22,79052,7.30235623612777e-8,3.394302813485472e-19,1,1,8.108005795452547e-6,0.9999999269764376,1,-0.2452832294408412,0.00207749845578265,0.00538831378311684,4.544561823574763
EGFR,IP6K1,1.786667033538581e-22,78823,8.247538747319975e-4,3.5120189029716336e-19,1,1,0.02173683632664876,0.999175246125268,1,-0.2176990246079302,0.00859575967079333,0.01941018554097433,3.984866975240632
EGFR,ATM,2.0093494870239739e-22,78574,5.2448846410023734e-8,3.9200444466023353e-19,1,1,5.987510003271181e-6,0.9999999475511536,1,-0.14081764267625888,7.992763714336774e-6,3.382382388169309e-5,6.515870233220645
EGFR,ZNF85,2.1048121493217545e-22,79001,0.00247899928190036,4.0756388685411616e-19,1,1,0.05254743374300486,0.9975210007180996,1,-0.18860380424331977,0.11367550830592524,0.19220065307907655,5.241845291630651
EGFR,ZNF527,2.124210317807178e-22,78560,2.4028916580946927e-6,4.0979096740626655e-19,1,1,1.6228806287433997e-4,0.999997597108342,1,-0.13218069082784603,0.1931174494149349,0.30428552804836645,8.130790885106462
EGFR,ZNF775,2.4212028211632653e-22,79186,8.046863445975961e-14,4.6535518222757935e-19,1,1,5.347063485234067e-11,0.9999999999999196,1,-0.0803477826799456,0.0035777697619277,0.00881620506378877,9.390587108029036
EGFR,ASNSD1,2.4335054577223186e-22,78745,4.824563754180577e-6,4.659938458414834e-19,1,1,2.947715302349696e-4,0.9999951754362458,1,-0.15168851375789338,0.1422268081805683,0.23349456942989855,6.395356407858511
EGFR,DHX30,2.4697655056796454e-22,78522,2.2776747631668413e-8,4.711985704108069e-19,1,1,2.9078426539148976e-6,0.9999999772232524,1,-0.15625528441369424,0.07006182572287618,0.12566273033520148,5.242934680118421
EGFR,MKRN2,2.5191904880652354e-22,78517,1.2144448850315867e-11,4.788676600280488e-19,1,1,4.016933197260595e-9,0.9999999999878556,1,-0.09690162087061929,7.090636691710716e-4,0.00203323501454916,4.085913384061199
EGFR,AP4B1,2.7183020106036077e-22,78717,9.383506684245928e-7,5.129584165027769e-19,1,1,7.331722844629716e-5,0.9999990616493316,1,-0.18821907983293173,3.8310999540936865e-10,3.537628048580152e-9,8.20903568485918
EGFR,TOMM40L,2.7924144697218715e-22,78491,4.421640614186523e-15,5.250346249700971e-19,1,1,4.054214778485048e-12,0.9999999999999956,1,-0.3667343520997296,0.01719980239416544,0.03615204886976705,8.460209584568975
EGFR,IFFO1,3.24660549151607e-22,78672,9.383506684245928e-7,6.060408107076793e-19,1,1,7.331722844629716e-5,0.9999990616493316,1,-0.21185773111122186,3.268552569468472e-4,0.0010053102386847,5.5713303598397115
EGFR,FKBP7,3.389434588993097e-22,78442,6.291092254588461e-5,6.3043483355271605e-19,1,1,0.00256732662899033,0.9999370890774542,1,-0.1768486395163942,0.00273057800411478,0.00690074062783362,3.848769147053525
EGFR,SLC35F1,3.49704025936557e-22,85694,1.3818474127917987e-9,6.481264543554175e-19,1,1,2.610605046502809e-7,0.9999999986181526,1,-0.2616867620383305,0.5483946336934676,0.7358777823714393,7.696452417720264
EGFR,GDF11,3.5497082319497855e-22,78869,9.383506684245928e-7,6.53221840385823e-19,1,1,7.331722844629716e-5,0.9999990616493316,1,-0.37886233951329606,5.722667075959718e-16,1.443121817784591e-14,3.140701168014581
EGFR,AEBP1,3.9386291608680223e-22,81031,3.0656655139979854e-14,7.222304652794529e-19,1,1,2.31583585851964e-11,0.9999999999999694,1,-0.17274948510205768,9.91543284479206e-4,0.00275648633554966,4.929020785282927
EGFR,SCML2,3.993654986780077e-22,78839,3.9155384718219425e-6,7.27181515382334e-19,1,1,2.4951316970849924e-4,0.9999960844615282,1,-0.21865658870940508,1.364983950621826e-4,4.534461687096668e-4,6.399330362226497
EGFR,ST8SIA5,4.1881549581283656e-22,88694,5.632367591595873e-7,7.5993046642347345e-19,1,1,4.6723352172438225e-5,0.9999994367632408,1,-0.0966241829395656,0.00720905204969586,0.01657039396324807,4.524955851986589
EGFR,ATRIP,4.27574536368629e-22,78821,5.572511639950706e-7,7.708075701431777e-19,1,1,4.626379216525833e-5,0.999999442748836,1,-0.05805849943630871,0.3394014196428137,0.4929619782300882,8.703787684872426
EGFR,ATXN7L2,4.367360353325835e-22,79696,1.273512503092772e-17,7.842207549324943e-19,1,1,2.3108774936802332e-14,1,1,-0.15318888869293942,1.3721489954876877e-12,1.943013669932817e-11,9.275865563574948
EGFR,COL19A1,4.626210779200766e-22,104327,4.6158857839267735e-14,8.278364902615332e-19,1,1,3.347396391872907e-11,0.9999999999999538,1,-0.16967909851328455,2.677363705643947e-9,2.1368743978116833e-8,9.0655638443262
EGFR,ZNF557,5.141057663808957e-22,78994,1.0600468989892598e-14,9.168042831811063e-19,1,1,9.033322808337592e-12,0.9999999999999896,1,-0.02827497549280496,0.00424116303762135,0.01027832072868784,7.555016989840333
EGFR,CAND2,5.925619072165658e-22,81143,1.231990848571038e-6,1.0530961511334403e-18,1,1,9.187564229204856e-5,0.9999987680091514,1,-0.2167288270843841,0.00600054844661848,0.01404728598042268,6.59374155183745
EGFR,ZMYM4,6.017454920456862e-22,78515,1.9383780696272697e-6,1.0657672547514962e-18,1,1,1.367528890239608e-4,0.9999980616219304,1,-0.32648553283642384,3.098335354148372e-11,3.47053649313252e-10,6.863539843311963
EGFR,SSBP3,6.215562249427531e-22,78288,1.1799264442605677e-7,1.0933911436331939e-18,1,1,1.206063407137747e-5,0.9999998820073556,1,-0.29959545141777433,5.531957677854221e-5,1.9884471261894416e-4,2.3386149280159603
EGFR,SLC25A38,6.3070165093558885e-22,78503,9.661328822537097e-9,1.1020077937256379e-18,1,1,1.38200408904234e-6,0.9999999903386712,1,0.15762794931098864,0.00484920165407334,0.01159757250328565,9.25019614753622
EGFR,RRP1B,6.856045212878032e-22,78263,1.6186201587918035e-9,1.1939181552922575e-18,1,1,2.9076166422558186e-7,0.99999999838138,1,-0.5178200678809013,1.662833169987567e-14,3.275422408269623e-13,9.141273323686525
EGFR,L3MBTL2,7.046798139012947e-22,78256,1.4400861150101542e-12,1.2230319151369166e-18,1,1,6.301493852010748e-10,0.99999999999856,1,-0.057966225582412254,0.7157431268348307,0.9137216744975338,2.150359914693526
EGFR,ANKRD34A,7.1660785970586285e-22,78689,9.661328822537097e-9,1.239588275719202e-18,1,1,1.38200408904234e-6,0.9999999903386712,1,-0.15588781171917174,8.762600342662678e-5,3.0273853406928406e-4,6.898838215150682
EGFR,ZNF445,8.23108643129983e-22,78872,1.819962167391341e-5,1.4190830540394467e-18,1,1,9.04693779812818e-4,0.999981800378326,1,-0.22899926255826009,3.5990408920438423e-6,1.625786202193014e-5,9.641560234569324
EGFR,ARHGAP19,8.826851318085004e-22,78417,1.1142695976156929e-13,1.507708933053827e-18,1,1,7.077957775591471e-11,0.9999999999998884,1,-0.18970006255432717,0.00878241094031978,0.0197910333390871,5.053537725053781
EGFR,NCAPG,8.843179496513825e-22,78198,9.661328822537097e-9,1.507708933053827e-18,1,1,1.38200408904234e-6,0.9999999903386712,1,-0.6771525480081421,3.3946343774820975e-21,2.0729029595794026e-19,3.619050890778044
EGFR,NT5M,9.035465607410864e-22,78848,1.3346235833519229e-19,1.5273896893113787e-18,1,1,3.8911550403449294e-16,1,1,-0.26411849578571517,0.31590535181275253,0.46382431465673535,6.054224956192712
EGFR,MTMR9,9.03589306314012e-22,78411,7.73574598755712e-6,1.5273896893113787e-18,1,1,4.454723577368571e-4,0.9999922642540124,1,-0.1746426899793914,0.00134745496311607,0.00364173605755901,9.555146038461633
EGFR,KCTD6,9.184487469530547e-22,78845,3.533347547291782e-7,1.5474668595578516e-18,1,1,3.157181089144928e-5,0.9999996466652452,1,-0.030518275397566345,0.2989027800125197,0.44255778125093775,6.188113642345676
ERBB2,TERF2IP,1.0437601114813231e-21,78374,3.3951900434792245e-11,1.736054077731147e-18,1,1,9.9773023289597e-9,0.999999999966048,1,0.006310868240580162,0.03785784113550577,0.07296149035966273,8.930453228946195
EGFR,CNOT10,1.2148172426007251e-21,78335,4.85179125266695e-10,1.994991328719051e-18,1,1,1.0396034479862961e-7,0.9999999995148208,1,-0.0010962355373534867,0.00483715584842334,0.01157204529451933,1.973430540023107
EGFR,CERK,1.21954980302147e-21,78334,0.00336563565516661,1.9964453463090272e-18,1,1,0.06773389068347829,0.9966343643448334,1,-0.35408828819886407,1.0171423847840711e-17,3.431838104796612e-16,1.638606151641158
EGFR,ADAL,1.3063999920490867e-21,78098,5.2448846410023734e-8,2.1252138303258714e-18,1,1,5.987510003271181e-6,0.9999999475511536,1,-0.05527983477091026,0.8724712605525409,1,7.139246001031012
EGFR,TAF11,1.5503046560892656e-21,78054,1.4832966427252242e-14,2.4907588180525173e-18,1,1,1.173448184123752e-11,0.9999999999999852,1,-0.08598554837229656,5.81720114545499e-4,0.00169854096965627,7.797417964942216
EGFR,CCDC77,1.5745936582640339e-21,78050,1.1702847343661649e-6,2.5219741759862276e-18,1,1,8.760120550119796e-5,0.9999988297152655,1,-0.3069052118293788,1.6755845432609953e-8,1.15886602119809e-7,8.21959471830221
EGFR,ZNF570,1.6626070434134696e-21,78036,9.474177084265293e-6,2.646605211990753e-18,1,1,5.230066225816301e-4,0.9999905258229156,1,-0.1270675647697468,1.908246419234155e-6,9.072841907127812e-6,7.359993402127238
EGFR,ARHGAP15,1.6875915244698393e-21,86531,3.9949899017665955e-15,2.678161301860485e-18,1,1,3.860900229230454e-12,0.999999999999996,1,-0.025861756546400008,0.00535844008904876,0.01269137237198735,4.637695214652829
EGFR,ZMYM3,1.7217388245738474e-21,78027,9.661328822537097e-9,2.724021785440099e-18,1,1,1.38200408904234e-6,0.9999999903386712,1,-0.20238133065999017,2.5159352153676437e-8,1.6846462465903e-7,6.239471886928157
EGFR,ZIK1,1.965347012021093e-21,78429,6.305296813760211e-6,3.071979453066945e-18,1,1,3.7435544806620473e-4,0.9999936947031862,1,-0.12494306916006585,8.285208571453312e-6,3.495516676599762e-5,6.36807204199726
EGFR,PIKFYVE,2.018900104455208e-21,78204,9.383506684245928e-7,3.1462102708888456e-18,1,1,7.331722844629716e-5,0.9999990616493316,1,-0.18674440945512943,4.585936962462385e-6,2.032616926434803e-5,3.467191930137198
EGFR,DCAF15,2.0263772751844824e-21,77985,1.6186201587918035e-9,3.148407853845015e-18,1,1,2.9076166422558186e-7,0.99999999838138,1,-0.23192900031934618,2.558223098569236e-14,4.880796409473308e-13,9.807315802175538
EGFR,ASH2L,2.1146094533185686e-21,77974,1.2144448850315867e-11,3.265938778884338e-18,1,1,4.016933197260595e-9,0.9999999999878556,1,-0.10707183885324496,7.769597995267928e-4,0.00220940816532519,6.529076158325874
EGFR,ZNF521,2.1998345977655838e-21,80804,4.1522978702017656e-5,3.387484172594873e-18,1,1,0.00182944695543339,0.999958477021298,1,-0.11400787456198702,0.00565959109520194,0.01333265959189462,3.0195975545955847
EGFR,NUDT3,2.3202050235062742e-21,78168,6.390396001212713e-10,3.5622698073915564e-18,1,1,1.2799709153073556e-7,0.9999999993609604,1,-0.38898433294865026,1.1096643823182677e-7,6.628508786705166e-7,7.743157426934464
EGFR,NARF,2.4214083892198036e-21,77939,1.4832966427252242e-14,3.7066833908605445e-18,1,1,1.173448184123752e-11,0.9999999999999852,1,-0.24881521005424925,4.383646467761348e-13,6.762595579928409e-12,4.667560457181439
EGFR,ING5,2.536419069450456e-21,77927,2.4622914537889887e-10,3.871321505590058e-18,1,1,5.6442049863008415e-8,0.9999999997537709,1,-0.2045539954885225,3.415979614667513e-5,1.279548716684017e-4,9.33968175745736
EGFR,USE1,2.605986649603825e-21,77920,1.6186201587918035e-9,3.965837864942549e-18,1,1,2.9076166422558186e-7,0.99999999838138,1,0.04377681995688809,5.073839607295827e-4,0.00150023911012856,5.818197336060513
EGFR,ZNF420,2.625116715609844e-21,78136,3.1199220282515346e-12,3.971656176089131e-18,1,1,1.261009793797207e-9,0.99999999999688,1,-0.12861188949900143,0.01345761362073685,0.02902789414974695,4.404792981212151
EGFR,NAP1L1,2.6465833930208374e-21,77916,5.2448846410023734e-8,3.992494145273936e-18,1,1,5.987510003271181e-6,0.9999999475511536,1,-0.20448547154368713,0.00198579343406414,0.0051722339306984,10.461589303814764
EGFR,BRSK1,2.733144309715077e-21,78344,1.7717387260193794e-8,4.1098656133069005e-18,1,1,2.3783841658322328e-6,0.9999999822826128,1,-0.29641460128201275,0.97369426803611,1,9.55561078334738
EGFR,PSIP1,2.804469393431537e-21,77901,9.474177084265293e-6,4.194096100943406e-18,1,1,5.230066225816301e-4,0.9999905258229156,1,-0.17940279558574532,6.736758578479177e-11,7.115624092466853e-10,6.450163540332329
EGFR,ZC3H7A,2.937455544126076e-21,77889,2.4622914537889887e-10,4.3553233716251015e-18,1,1,5.6442049863008415e-8,0.9999999997537709,1,-0.16096824490356074,0.02200978579933171,0.04504618530964029,2.7277220930432176
