index,PIK3CA-0001,PIK3CA-0002,PIK3CA-0003,PIK3CA-0004,PIK3CA-0036,PIK3CA-0047,PIK3CA-1020,PIK3CA-1033,PIK3CA-1038,PIK3CA-1045,PIK3CA-1052,PIK3CA-1268,PIK3CA-1458,PIK3CA-1588,PIK3CA-2179,PIK3CA-1039,PIK3CA-1676,PIK3CA-1035,PIK3CA-1113
CNOT6,10.79,3.78,12.82,8.92,2.38,10.1,5.03,3.54,2.88,4.09,0,9.14,10.56,5.87,12.98,0,6.642877994,11.05378593,3.08600372
CNOT6L,6.56,12.98,2.3,6.4,2.07,16.02,12.85,2.72,1.92,8.46,2.17,4.61,3.06,4.27,2.41,3.730232368,6.146750881,5.706854784,3.02307784
CNOT6LP1,0,0,0,0.58,0,0.74,0,0,0,0.53,3.3,0,0,0.91,0.26,0,2.885134795,3.750121629,2.09392318
CNOT7,13.06,76.53,22.4,10.94,8.6,22.92,4.36,3.03,0.21,13.82,13.15,4.79,1.78,5.51,7.26,0,3.257715633,6.389191319,2.413293833
CNOT7P1,0,0,0.7,0,0.89,0,34.72,0,0,0,0,1.35,0,0.84,0.41,0,0.990156589,2.145022622,0
CNOT7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253489608,0,0.459933247
CNOT8,6.7,0,12.81,14.68,2,17.63,3.5,6.55,26.71,7.93,0,15.36,3.64,7.09,13.32,0,7.352101636,9.533070003,5.06324478
CNOT9,8.64,5.79,13.27,16.28,2.58,22.89,0,2.2,7.15,3.59,0,10.74,8.7,10.07,5.85,0,5.143984232,5.787789343,6.294537366
CNP,1.3,117.25,7.7,25.44,3.05,13.91,5.6,8.7,4.15,6.24,0,10.77,2.45,4.35,6.02,1.571162669,3.58475955,3.882916304,5.626659419
CNPPD1,18.05,11.76,0.75,14.3,2.94,3.01,22.88,4.18,9.51,3.65,9.5,4.83,4.21,9.85,2.59,4.283570748,6.282887692,9.073942698,7.881283497
CNPY1,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNPY2,12.18,0,23.96,35.95,7.39,12.92,35.47,24.43,3.98,11.38,68.39,23.63,17.79,8.6,19.98,0,2.724488502,6.507539647,4.689826123
CNPY3,6.14,0,1.87,5.62,1.52,12.44,3.91,5.42,10.81,6.72,5.78,8.34,2.39,3.47,4.12,6.775467635,15.70426367,12.49204274,11.5756556
CNPY4,0.86,0,4.86,6.11,1.37,9.31,7.86,3.46,5.65,4.57,0,6.48,0,5.25,2.8,2.375974881,2.925627915,2.050505101,4.05927213
CNR1,0,0,0,2.17,0.05,2.3,0,0.16,0,1.62,0,0.83,0,1.06,0,0,0.099529662,0,0.662153386
CNR2,0,0,0,0.59,0,0,0,0,0,2.94,0,0.06,0,0.47,0,0,0.120172851,0.173557386,0.363404047
CNRIP1,0.55,0,1.99,4,2.46,7.25,0,7.46,7.31,3.36,0,2.72,3.22,4.03,1.18,4.924053917,0.83220038,0.386321718,0.539267843
CNST,2.94,0,2.88,5.89,1.34,8.07,1.5,2.63,4.96,5.55,2.81,2.87,5.15,7.02,1.99,0,6.256361068,7.084757003,5.28880597
CNTD1,0.74,0,1.34,1.53,0.79,0.52,0,0.27,0,1.21,0,1.87,7.06,1.91,1.04,1.739920655,0.945189813,3.139667112,1.714958745
CNTF,0,0,0.28,1.09,0.34,0,0,0.48,0,0.2,0,0,0,0,0.29,0,0,2.161939204,0
CNTFR,1.91,0,4.12,0,1.51,0,0,0,0,0.59,0,0.35,2.46,0.68,0,0,0.502629536,5.226575616,1.459159051
CNTFR-AS1,0,0,0,0,0.58,0,0,0,0,0.71,0,0,0,4.8,0,0,0.16210865,1.229142479,1.323589605
CNTLN,4.73,0,10.17,2.08,1.68,2.56,0,3.63,0.81,1.75,0,2.87,4.95,1.46,1.92,2.631740072,1.315286641,4.501174097,5.015034967
CNTN1,17.81,0,0.09,0.33,1.66,11.21,0,3.02,10.51,2.87,0,0.19,2.07,0.75,0.61,0,0.253354269,0.060983692,0
CNTN2,1.69,0,2.89,0.33,0,0.72,0,0,0,0.13,0,0.34,0,0.23,0.73,1.314488896,0.178519852,0.876601424,0.410282984
CNTN3,0,0,4.64,0.24,1.37,0.2,0,0,0.73,0.22,0,0.79,0,0.13,0,0,0.247684502,3.219423266,1.722701626
CNTN4,0,0,0.88,0,0.36,0,0,0.32,0,1.84,0,2.59,0,0,0.1,0.638333271,0.023117763,0.701135313,0.377505223
CNTN4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0.21986998,0
CNTN4-AS2,0,0,0,0,0,0,0,0,13.24,0,0,0,0,0,0,0,0,0,0
CNTN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.6484346,0.050169081,0.084037435
CNTN6,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.72,0.24,0,0.114891967,0,0
CNTNAP1,4.43,0,3.85,1.37,0.69,2.97,3.31,1.8,1.63,1.53,4.54,0.54,1.81,0.84,0.28,3.693951432,1.003346116,1.449063807,2.487986507
CNTNAP2,0,0,0,1.28,0,0,3.68,4.73,3.4,0.18,0,0.98,21.85,5.42,2.41,0.355591038,0.180292297,0.223186087,0.070097905
CNTNAP2-AS1,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.098323242,0,0.3567967
CNTNAP3,0,0,1.31,0,0.54,7.91,0,1.58,0,0.35,0.98,1.01,0.96,0.35,1.13,1.223298904,0.177211094,0.095975175,1.446898498
CNTNAP3B,1.59,0,4.82,0.84,6.02,6.48,0,7.87,0.45,3.95,0,0.58,0,6.93,0.43,1.762031598,0.22334697,0.829452015,2.286724087
CNTNAP3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232785158,1.512880194,0.422366955
CNTNAP3P2,0,0,0.64,0,0,0,0,0.35,0,0,0,0,0,0.5,0,1.508291746,0.327744139,0.355003744,3.270636421
CNTNAP3P5,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1.543546684,0.430928447
CNTNAP4,0,0,0,0.84,0,0,0,0.12,0,0,0,0.14,0,0,0,0,0,0,0
CNTNAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.346597899,0,0,0
CNTRL,5.2,0,6.49,7.56,1.08,5.08,0,9.35,7.39,17.49,0,6.73,1.61,7.6,2.22,0,6.181302492,7.714291296,4.185456038
CNTROB,18.02,36.63,10.48,12.9,6.36,44.27,42.52,11.47,69,8.87,6.99,12.29,6.4,11.4,5.93,1.867708285,5.681809395,6.300917958,4.540918879
COA1,18.31,0,29.57,21.42,8.19,58.74,78.16,39.99,27.11,38.98,31.01,17.06,86.95,16.89,12.81,4.434148045,5.049547296,9.431566472,3.20505767
COA3,0,0,1.59,10.22,2.31,0,29.58,2.86,0,1.11,6.72,8.12,1.86,1.46,7.18,0,2.948933477,6.38841279,1.585352506
COA4,4.78,52.16,7.24,15.81,2.9,16.89,20.26,1.64,14.82,6.13,19.49,13.88,0,14.83,3.63,0,4.20048365,9.522946656,5.140004342
COA5,9.13,28.12,5.14,16.07,2.82,15.23,11.36,2.09,19.65,5.89,0,11.07,6.93,7.18,2.31,10.56515681,5.739387341,9.117902763,3.887737632
COA6,0.85,0,5.77,12.87,0.58,0,0,0,10.18,2.52,0,12.62,0,4.77,1.6,0,2.673163134,4.592860937,0.668993813
COA6-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589181977,1.996510232
COA7,5.17,0,1.25,3.84,1.63,4.22,1.26,0.88,4.15,1.54,0,1.43,2.24,1.56,1.06,1.403933084,2.999830727,2.753675376,2.490824603
COA8,0,0,5.33,9.43,2.07,3.83,10.13,13.48,33.15,4.91,0,1.99,12.89,6.24,1.98,0,2.207002934,1.865808345,2.246371263
COASY,9.91,0,17.23,38.31,4.22,25.95,39.57,4.39,9.41,8.18,0,13.23,16.79,13.97,8.25,4.332972048,5.963041245,9.178590103,8.731431159
COBL,6.38,8.86,8.28,0.91,2.13,0,0,0.21,10.67,0.26,0,3.43,0.57,4.66,2.62,1.217544309,5.276625821,8.215037505,2.66683714
COBLL1,22.18,3.69,1.84,6.31,11.48,23.8,53.81,10.59,69.51,11.97,0,13.7,38.21,15.36,2.5,2.034060228,1.154087509,10.34638138,5.591383151
COBLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165211898,2.019402512,0.422833659
COCH,4.91,0,2.92,6.94,1.97,0,0,0,0,0.65,0,0,0,0,0,0,0.104640711,0.68006423,0.094930405
COG1,7.53,0,6.15,11.55,2.38,3.93,8.13,7.78,5.62,7.33,10.43,14.35,26.58,7.87,4.51,2.190526399,3.450929425,5.4135901,3.598499729
COG2,10.06,0,13.7,8.55,2.14,33.42,5.02,5.23,0.81,4.39,0,8.45,16.27,4.81,8.25,2.128088592,3.660847539,7.095858682,2.831703029
COG3,7.13,57.15,6.22,5.04,2.09,19.11,16.72,4.66,7.2,4.28,0,4.65,14.09,7.94,3.56,0.956713394,5.30116857,13.58584806,8.612622176
COG4,3.29,133.15,5.67,11.3,4.84,5.46,23.03,9.83,7.24,7.27,0,6.99,4.45,2.45,2.63,2.436107271,3.396686513,8.027346737,8.804244036
COG5,6.27,10.39,11.66,27.81,3.26,32.08,1.61,19.06,43.16,8.33,2.65,11.85,3.03,8.95,12.27,2.063368761,7.323206086,5.342162753,3.796364089
COG6,1.07,6.89,11.03,32.68,2.21,10.74,12.94,4.84,17.35,3.22,0,2.67,11.11,2.58,3.36,0,2.594685224,4.031213758,3.328757585
COG7,5.43,0,3.33,10.89,1.45,5.94,49.79,3.25,4.58,3.37,0,5.93,21.76,12.7,16.61,2.676247441,5.233814839,12.3880971,3.429208177
COG8,12.57,11.1,7.41,6.39,4.25,5.29,9.76,7.47,0.23,3.27,0,2.99,17.87,2.45,1.26,0,0.622801849,0.429292447,1.592295074
COIL,6.74,0,4.05,6.53,2.02,4.61,2.43,3.16,2.79,1.95,0,2.94,3.71,4.33,1.52,3.86430951,4.47837247,11.36918924,3.808869886
COILP1,0,0,0,2.7,0,0,1.57,0,0,0,0,0.6,0,0.39,0,0,1.117204345,3.764836644,4.955043053
COL10A1,3.03,0,0.61,2.18,10.1,90.58,1.55,6.78,16.93,1.51,14.22,100.55,28.02,8.9,24.82,3.040999703,7.929525563,8.94692856,2.297985015
COL11A1,0.55,0,0,7.05,14.45,107.27,0,59.63,76.44,0.45,7.68,70.32,31.49,0.38,44.61,0,13.22350803,0.40205902,0.547204708
COL11A2,0.25,0,0,0,0,0,0,0.58,0.93,0.06,0,8.83,0,0.72,3.1,0.864022913,0.312912987,0.745665876,1.192277995
COL11A2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL12A1,42.25,0,5.69,16.79,26.06,451.95,4.73,170.66,163.19,7.87,29.05,189.45,90.23,9.79,119.48,3.732124926,39.18007504,2.562067395,9.319073637
COL13A1,0.53,0,1.23,0.36,1.74,2.15,0,2.15,21.2,0.21,5.59,2.65,0,2.2,2.88,1.767558002,0.554784216,0.323576359,0.774310929
COL14A1,24.64,7.65,0,2.97,7.22,57.96,0.63,10.87,2.48,6.8,0,1.31,24.6,4.94,3.48,4.571944598,0.889974897,3.273106648,5.595388098
COL15A1,8.44,0,2.18,6.54,7.5,54.5,3.68,6.51,10.6,3.37,9.73,4.62,9.49,3.54,5.29,0.875321574,9.636948664,1.78553063,11.50351604
COL16A1,29.54,0,3.26,22.88,11.68,149.27,0,33.98,86.04,13.32,54.33,29.79,160.43,17.82,28.78,1.888095028,6.01734414,3.160158692,8.89147943
COL17A1,0,0,1.05,0.07,9.03,0.9,0,1.08,5.01,0.13,0,0.85,0.69,0,0.22,4.166200052,0.724235296,0.196118108,0.821285866
COL18A1,9.14,93.05,8.43,9.23,2.66,25.43,28.2,6.39,29.46,0,26.12,11.6,22.86,6.58,6.52,6.880333686,5.556645538,36.70664893,64.28979961
COL18A1-AS1,0.45,0,2.88,0.81,0.36,1.76,0.37,1.47,4.33,0,1.41,0.37,2.82,0.74,1.93,3.371064794,0.366257633,1.32240179,2.547404518
COL18A1-AS2,0,0,0,0,0,0,0,0,5.37,0,0,0,0,2.89,0.71,0,1.910356463,5.793892625,6.239094476
COL19A1,1.69,0,0,0,2.66,0,0,0.07,0,6.73,0,0,0,0,0,0.52854551,0.057425128,0.041467582,0.17365423
COL1A1,496.18,3.47,3.77,257.2,474.07,3432.99,63.91,810.04,1758.44,25.06,250.01,1222.35,2077.21,88.13,1192.1,16.81041137,178.9880353,81.36463515,268.2942237
COL1A2,203.73,0,0.52,145.25,229.34,1727.25,64.67,365.88,698.84,17.67,298.05,482.82,736.01,61.35,549.41,8.075503049,93.31454653,31.17173764,77.72153289
COL20A1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591994104,0.07687383,0.041633845,0.104610296
COL21A1,0,0,0.8,0,0.14,2.11,2.6,23.71,0,0.16,0,1.25,3.09,4.8,7.19,0,0.15256319,0.52880766,0.11072467
COL22A1,0,0,1.04,0,0,1.12,0,0.1,0,0,0,0.32,0,0,0.87,2.96173652,0.160892577,0.058091522,0.535195051
COL23A1,0,0,0.89,0.35,0.14,0,0,0.77,0.32,1.12,0,0.28,0,0,0.2,0,0.292596217,0.507091918,2.866798128
COL24A1,0,0,6.41,1.64,2.16,8.44,0,0.57,1.15,0.16,0,1.42,0,0,1.57,6.08644903,1.102128729,0.907285384,0.639907126
COL25A1,7.24,0,3.19,0,0.34,0,0,0.75,0,0.31,0,0,0,0,0,0,0.02411978,0.156755427,0.306341632
COL25A1-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43240052,0,0.980688009
COL26A1,0,0,0,1.92,0,0,0,0.9,0,0,0,2.44,0,0,1.46,1.877947253,0,0.147336285,0.493601369
COL27A1,7.56,0,4.57,3.64,3.59,21.44,3.17,10.01,33.7,4.44,2.7,9.31,27.63,9.47,7.61,2.909471203,3.386857079,10.50021565,11.60747955
COL28A1,0.38,0,0.12,0,0.69,0,0.59,0.41,0,1.18,0,3.11,0.57,0,0.64,0,1.334228174,1.238743294,0.230555482
COL2A1,0.15,0,0,0,0,0,8.05,0,0,0,29.65,18.21,4.99,11.78,11.37,2.622417186,0.221603644,1.508792556,0.344639263
COL3A1,144.71,27.02,37.31,89.57,160.81,716.79,31.07,128.77,309.75,17.78,108.62,141.04,369.32,26.18,176.44,6.032051054,129.2009298,67.26921713,127.7435668
COL4A1,15.16,24.09,27.15,25.68,11.07,105.7,6.75,7.35,37.88,7.97,26.37,47.08,16.11,14.32,23.64,3.97184179,27.84810342,21.12749263,21.81881664
COL4A2,36.59,0,56.87,24.81,21.09,159.08,23.8,34.6,101.96,6.47,137.23,69.51,47.25,43.04,34.65,0.906571703,13.03439853,12.37592679,14.33676203
COL4A2-AS1,0,0,2.57,0,0,0,0,0,0,0.88,0,0,0,7.45,0,0,0.390561766,0,5.669103129
COL4A2-AS2,0,0,0.35,0,0,0,0,0.92,0,0.51,0,0,0,0,0,0,0,1.500952097,0.754266349
COL4A3,0.09,0,0,2.08,3.49,5.55,0,0.9,0,2.13,0,1.25,0,12.45,0,0.642417477,0.255922437,0.856825914,0.211066995
COL4A4,1.05,2.34,0.2,0.23,0.92,5.38,0,1.3,0,1.22,0,0.12,0,1.05,0.06,0,0.357036149,1.455932503,1.066979179
COL4A5,8.43,0,16.86,0.6,2.4,0.15,1.34,3.53,55.23,3.16,0,17.89,2.5,5.57,2.37,1.471699376,0.071065067,10.96905048,3.513640491
COL4A6,0,0,1.98,0.06,0,0,0,0,0.65,0.22,0,0,0,0.09,0,1.254797335,0.09088703,0.246116041,0
COL5A1,23.45,0,47.43,15.76,19.47,179.06,32.42,23.36,72.78,2.07,41.44,50.64,69.95,7.85,36.12,2.609101448,18.95484441,16.66255879,40.32378194
COL5A1-AS1,0,0,0,0,0,5.81,0,0,0,0,0,0,0,0,0,0,0.745241532,2.421677483,1.352171241
COL5A2,15.85,0,4.29,11.14,19.49,86.22,5.7,11.44,38.58,1.58,25.46,35.71,34.26,4.83,27.01,0.795670779,23.28322307,10.30015303,20.44292995
COL5A3,5.46,0,0.72,1.76,1.59,5.55,0,1.75,7.5,0.64,0,7.45,11.2,1.5,3.15,10.30254654,4.881590226,0.471506521,4.908124447
COL6A1,43.8,31.49,81.89,40.25,32.7,352.36,2.37,57.44,187.21,8.35,26.94,59.57,207.62,15.44,54.89,10.96500552,34.46885913,12.38789943,61.31565741
COL6A2,76.19,0,55.09,46.33,55.18,376.83,17.3,54.81,125.79,17.96,30.76,98.39,263.05,20.83,78.31,0,32.58049555,13.53366916,52.3706518
COL6A3,88.96,5.38,21.59,73.24,58.84,591.89,34.85,41.8,307.71,15.63,93.82,117.62,291.04,34.88,83.59,4.188502546,24.02120394,23.96529692,41.7559371
COL6A4P1,0,0,0,0.17,0.14,0,3.33,0,0,0,0,0,0,0,0,0,0,0.100063473,0.335229489
COL6A4P2,0,0,0.2,0,0.12,0,17.21,0,0,0.96,0,0.77,0,2.63,0,0,0.1073846,0.581580726,0.487098347
COL6A5,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.607502027,0.286015397,0.047662197,0
COL6A6,0.54,2.42,0.39,0.48,0.38,0,0,0.63,0.96,0.78,0,0.15,2.8,4.22,0,2.396507997,0.433957517,1.786194763,0.23621263
COL7A1,5.36,0,1.7,1.16,4.88,1.25,3.61,2.99,46.34,0.52,9.07,10.43,1.56,0.82,3.15,2.104060855,7.429528305,1.031726625,10.12742184
COL8A1,20.45,0,1.06,2.81,7.13,286.19,5.6,77.8,79.01,0.31,7.56,60.16,36.84,14.05,36.2,0.618996007,5.671614417,1.60261097,1.179556694
COL8A2,0.85,0,0.11,2.64,1.11,17.96,0,7.26,10.16,0.89,5.99,3.9,5.32,0,4,1.247272314,3.387824269,0.195712066,0.573709837
COL9A1,1.31,0,0,0,0.06,0,0,0,0,0.45,0,0.32,0,0,0,0,0.029130297,0.063106329,0.052854207
COL9A2,28.61,0,1.6,5.04,0.11,0.35,8.19,0.8,5.37,2.48,20.76,11.77,0.23,1.36,8.28,0,53.43885683,4.986223404,4.176172056
COL9A3,0,0,5.13,0.72,1.14,2.32,0,3.76,5.42,0,0,3.84,0,0,1.06,1.202956916,0.043566072,0.471896115,0.079046573
COLCA1,15.31,0,0.09,0.23,1.16,0,0.15,0.42,0.39,1.29,0.89,0.11,0,1.39,0.22,0,0.045918431,0.149212873,0.874804451
COLEC10,0,0,0,0,0,0.87,0,0,0,0,0,0,0,1.07,0,0,0,14.85505488,2.16377982
COLEC11,0,0,0,2.05,0.32,0,0,0,0,0.93,0,0,0,0,0.32,0,0,7.401022977,2.479467351
COLEC12,5.45,0,2.04,4.39,1.51,7.69,3.62,7.24,0.12,2.21,3.34,4.54,1.09,2.41,5.56,0,10.05259073,0.871095936,0.416902586
COLGALT1,11.22,0,6.84,16.25,5.52,14.44,4.35,13.57,21.89,11.3,4.94,12.3,8.25,13.35,6.36,3.605891289,7.487177875,11.03325258,9.951645431
COLGALT2,0.16,0,0,0,0.13,0.57,0,0.09,0,1.65,0,0.43,0,0.24,0.83,2.238091634,0.108072433,0.234122377,0.294131023
COLQ,4.96,0,5.44,3.22,0.11,0.73,0,2,9.96,1.91,0,1.27,0,1.82,1.39,0,0.353610413,0.984912183,1.008217742
COMETT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD1,9.8,0,5.31,8.43,2.06,0,0,9.44,3.92,5.07,0,7.09,0,3.92,2.94,2.434579612,3.791322826,3.438134085,0.799883907
COMMD10,4.59,0,6.98,9.22,2.25,0,7.59,5.4,0,7.17,11.78,7.09,0,10.71,5.03,0,3.199435867,10.11564174,7.21712391
COMMD2,16.27,62.34,6.72,6.9,9.04,15.95,24.19,2.59,2.71,7.16,0,8.33,1.86,6.36,5.97,2.379372597,3.403751773,3.266832205,1.954363949
COMMD3,3.35,0,5.23,16.47,6.59,18.08,0,5.72,0,11.76,0,17.05,8.87,11.77,4,4.012066436,1.45300278,3.777249619,2.240887303
COMMD3-BMI1,5.43,0,1.33,28.86,0.92,10.51,0,4.02,22.03,2.43,0,3.11,0,0,5.42,0,0,0,0
COMMD4,13.26,41.63,8.81,11.17,1.43,2.04,1.92,7.83,3.78,3.27,0,6.56,20.37,5.07,2.81,1.751432912,2.02974656,2.198567547,2.129110536
COMMD4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722271759,1.564691159,1.747326307
COMMD4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09276349,4.734609518,4.956793539
COMMD5,0,0,9.9,5.08,0.7,2.47,1.03,0.89,37.7,1.89,0,6.19,1.31,0,1.53,0,2.313646662,3.289230781,3.804343289
COMMD6,167.72,0,16.17,12.58,7.07,4.73,0,3.17,21.63,21.77,11.92,51.49,1.41,9.04,10.15,0,4.222435106,8.358702236,0.924629351
COMMD7,3.25,0,3.56,18.96,1.73,0,1.02,2.37,0.59,2.42,7.75,5.27,2.6,6.06,2.49,0,3.183138849,4.243558685,3.406069121
COMMD8,0,0,1.1,2.02,0.45,0,0,8.34,20.2,1.95,0,0.8,0,0,1.54,3.312579313,1.559581112,1.559350916,1.306022052
COMMD9,2.17,0,10.92,8.31,4.62,37.66,10.64,4.74,8.35,4.08,0,8.81,0,2.84,3.29,0,3.007420393,1.940672773,0.928797236
COMP,20.83,0,0.19,8.38,9.1,638.33,0,36.43,74.12,0,23.73,120.45,40.14,0.84,51.93,0,12.61873234,7.092726806,0.618797641
COMT,16.37,0,9.51,23.03,5.29,22.64,1.65,8.86,19.37,5.14,16.39,24.78,13.5,11.27,13.25,0,6.365794651,6.309387905,6.718709222
COMTD1,0,0,0,2.96,1.03,0,0,2.1,47.93,0,30.02,0,11.25,8.92,3.07,0,0.88429079,4.070821234,1.805021044
COP1,19.69,0,16.34,16.46,7.15,13.1,25.82,8.69,1.85,25.98,0,10.59,17.83,4.45,7.6,8.365115296,9.037993842,17.93869529,6.870920419
COP1P1,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.59,0,5.352494882,0,0,0.703427318
COPA,97.07,101.54,30.46,41.55,15.4,47.03,56.25,35.99,54.01,15.24,5.01,40.16,33.02,30.88,37.88,0,29.4353926,44.98772016,20.00924992
COPB1,19.33,0,21.7,12.54,5.08,24.82,12.36,5.82,70.56,10.55,2.86,13.27,2.7,9.96,4.29,2.284627082,17.54080461,25.45247321,7.431106642
COPB2,54.86,180.28,11.78,27.5,10.56,61.74,17.46,10.25,42.87,15.57,7.19,29.99,18.69,20.98,23.66,2.866960951,17.88460438,27.61020318,6.640700189
COPDA1,1.87,0,0,0,0,0,3.08,1.05,0,0,0,0,0,0,0,0,0,5.836183812,2.79317125
COPE,66.31,0,9.28,28.1,4.07,18.9,40.79,14.86,27.45,6.46,26.55,26.69,11.61,7.14,7.09,2.025570237,5.428468925,6.356727909,3.593718418
COPG1,37.89,39.23,9.58,28.59,8.57,47.68,47.42,25.34,25.91,9.57,100.55,37.02,32.37,15.04,25.48,11.84443613,21.40013689,31.69834447,13.66349941
COPG2,3.51,0,3.09,3.13,1.94,6.77,0,0.58,0,1.4,0,1.44,0.85,2.02,1.66,0,3.668770585,4.746620486,1.664160498
COPRS,0,0,1.79,15.8,1.07,22.76,13.56,1.54,2.26,1.27,0,3.42,27.79,2.18,2.65,4.222998138,3.670544223,2.650557322,1.664965023
COPRSP1,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,2.27,0,1.99341544,0,0
COPS2,5.53,15.75,4.19,26.09,5.03,4.71,17.05,5.02,8.15,7.36,0,10.34,30.17,6.71,4.54,0,4.436523746,6.752066282,3.056832336
COPS3,6.5,0,3.25,16.09,5.73,13.87,0,1.94,31.53,9.99,0,11.48,0,3.26,4.17,0,4.825514145,8.301497374,2.961400608
COPS4,5.3,0,10.59,25.49,6.95,4.89,0,3.42,18.83,2.84,2.15,14.48,0.4,10.9,4.73,0,3.725998674,1.409362872,2.468110658
COPS5,12.48,0,7.84,19.51,4.51,10.89,8.47,4.65,25.81,4.17,8.18,9.16,1.67,16.65,3.31,2.994479718,4.256565947,6.343244683,4.870006641
COPS5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138882325
COPS6,24.43,0,30.49,18.65,7.38,38.53,51.74,16.81,24.34,10.56,18.47,17.73,70.24,13.16,18.51,4.191086313,9.790044117,10.1932957,7.298026788
COPS7A,6.83,0,8.44,10.81,3.35,14.85,4.81,7.06,23.03,2.69,0,6.57,9.76,4.71,5.96,0,5.346845582,13.03101243,5.120158284
COPS7B,11.1,0,7.42,12.85,4.98,51.04,21.08,13.9,1.55,11.1,0,11.93,4.23,14.03,10.75,0.960025459,4.206941275,7.004740045,7.759269491
COPS8,3,0,8.28,2.65,2.23,18.41,0,4.69,0.54,2.85,0,5.38,0,5.77,2.68,6.964260263,3.682359437,4.808216219,2.196591024
COPS8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS8P2,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0.67273797,0,1.220620291
COPS8P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS9,4.85,0,9.31,2.45,4.05,15.55,0,0,12.2,11.41,0,14.83,0,4.33,5.09,11.43547262,2.07072512,1.570068105,4.320708202
COPZ1,6.44,12.93,8.99,19.3,6.25,21.42,27.34,12.12,23.92,5.71,0,13.36,9.22,14.39,8.97,5.975899879,10.55057823,17.23006755,3.337760821
COPZ2,0,0,0.83,8.68,10,17.71,0,4.3,10.73,0.93,0,13.14,57.96,2.53,8.26,9.362563396,1.921413188,7.100645624,7.792738224
COQ10A,2.41,0,0.8,1.36,1.42,0,0,3.47,13.24,4.61,71.13,2.54,1.94,3.75,3.89,1.795718295,0.520267292,1.408849271,2.123947056
COQ10B,3.51,0,1.16,9.25,1.42,4.03,4.07,3.18,0.97,2.83,0,6.34,2.07,1.97,1.4,0,4.726342602,6.881881909,3.514552362
COQ10BP2,0,0,0.86,0,1,0,0,2.93,0,0,0,0.55,0,0,0,0,0,5.048506281,0
COQ2,0.64,0,3.48,2.8,2.55,0,0,0.68,0,1.51,0,0.83,10.81,0.52,1.01,4.198640542,1.444543517,0.988225995,1.10357451
COQ3,0,0,0,6.17,0.53,0,0,0,0,1.33,0,0,0,0,0,0,2.476075283,2.524253141,0.79281311
COQ4,27.86,0,6.89,16.64,3.62,6.27,9.17,6.02,16.44,3.07,6.39,12.41,13.74,11.4,8.71,2.423435053,5.30988468,7.605323653,6.688267737
COQ5,0,0,13.6,6.02,4.9,3.49,5.78,12.67,0,1,0,3.73,68.35,0.43,2.9,4.656948766,2.951466362,8.586094149,3.825114566
COQ6,0.96,0,4.68,4.5,2.88,0,22.5,4.8,0.91,2.44,0,3.88,7.62,8.81,3.71,0,1.135584913,3.621770921,2.060412893
COQ7,1.34,0,2.5,15.29,1.42,2.06,12.26,4.66,2.52,10.63,20.77,3.58,4.76,9.67,5.79,1.418639326,2.363350612,8.681463054,2.423696953
COQ8A,1.02,0,13.2,0.72,5.33,2.7,0,2.54,2.81,7.82,12.36,2.92,8.7,2.47,1.41,0,1.974598539,8.848321481,6.429273364
COQ8B,12.33,10.75,4.48,8.82,2.44,4.19,5.18,6.27,19.7,1.54,0,5.89,4.78,6.41,3.01,0,3.074953213,3.913581459,5.927916749
COQ9,7.05,0,13.94,10.31,9.91,20.15,6.28,1.91,10.48,1.87,0,10.68,45.82,7.34,2.91,0,1.709103351,3.914082723,1.86060516
